DEL,,,,,,
DEL,,,,,,
14911,0,2010/12/1,14:05,22622,9.95,6
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14496,0,2010/12/1,15:35,22457,2.95,12
DEL,,,,,,
DEL,,,,,,
15694,0,2010/12/2,7:49,22968,8.5,8
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
13941,0,2010/12/2,10:17,21356,1.25,12
DEL,,,,,,
DEL,,,,,,
13941,0,2010/12/2,10:17,72741,1.25,144
13941,0,2010/12/2,10:17,22179,5.95,24
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
13941,0,2010/12/2,10:17,20893,2.1,108
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15363,0,2010/12/2,12:28,21913,3.75,4
DEL,,,,,,
DEL,,,,,,
15363,0,2010/12/2,12:28,21790,0.85,12
DEL,,,,,,
15363,0,2010/12/2,12:28,20798,2.1,12
DEL,,,,,,
15363,0,2010/12/2,12:28,22669,2.95,5
DEL,,,,,,
DEL,,,,,,
15363,0,2010/12/2,12:28,22493,1.65,24
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
16186,0,2010/12/2,14:40,20974,0.65,24
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
16186,0,2010/12/2,14:40,22726,3.75,4
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
16186,0,2010/12/2,14:40,22821,0.65,12
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
17567,0,2010/12/2,15:18,21258,12.75,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
17567,0,2010/12/2,15:18,22771,1.25,12
17567,0,2010/12/2,15:18,21673,1.25,12
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
17567,0,2010/12/2,15:18,21669,1.25,12
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15061,0,2010/12/2,15:19,22530,0.36,60
15061,0,2010/12/2,15:19,22492,0.55,144
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15061,0,2010/12/2,15:19,22452,2.55,48
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15061,0,2010/12/2,15:19,21506,0.36,108
DEL,,,,,,
DEL,,,,,,
15061,0,2010/12/2,15:19,21498,0.34,200
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15061,0,2010/12/2,15:19,85178,1.25,18
DEL,,,,,,
DEL,,,,,,
15061,0,2010/12/2,15:19,84952B,1.25,48
DEL,,,,,,
DEL,,,,,,
15061,0,2010/12/2,15:19,71459,0.72,144
DEL,,,,,,
15061,0,2010/12/2,15:19,48184,6.75,30
DEL,,,,,,
DEL,,,,,,
15061,0,2010/12/2,15:19,22659,1.65,64
DEL,,,,,,
DEL,,,,,,
15061,0,2010/12/2,15:19,22585,1.25,72
DEL,,,,,,
15061,0,2010/12/2,15:19,22534,0.36,96
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15061,0,2010/12/2,15:20,84347,1.88,240
15061,0,2010/12/2,15:20,71459,0.72,96
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15061,0,2010/12/2,15:20,22534,0.36,48
DEL,,,,,,
15061,0,2010/12/2,15:20,22530,0.36,48
DEL,,,,,,
15061,0,2010/12/2,15:20,22453,2.55,24
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15061,0,2010/12/2,15:20,20719,0.72,30
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15061,0,2010/12/2,15:22,22659,1.65,128
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
16203,0,2010/12/2,15:39,22725,3.75,4
DEL,,,,,,
16203,0,2010/12/2,15:39,22960,4.25,6
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14775,0,2010/12/2,16:38,22492,0.65,72
DEL,,,,,,
14775,0,2010/12/2,16:38,20972,1.25,12
14775,0,2010/12/2,16:38,20974,0.65,24
DEL,,,,,,
14775,0,2010/12/2,16:38,22561,1.65,12
14775,0,2010/12/2,16:38,22491,0.85,24
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14775,0,2010/12/2,16:38,22405,1.25,12
14775,0,2010/12/2,16:38,21908,2.1,24
DEL,,,,,,
13145,0,2010/12/2,18:06,22655,295,1
DEL,,,,,,
14865,0,2010/12/2,18:23,72232,0.19,48
14865,0,2010/12/2,18:23,40016,0.42,24
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
12967,0,2010/12/3,9:49,22128,1.25,60
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
12967,0,2010/12/3,9:49,22180,9.95,6
12967,0,2010/12/3,9:49,22504,29.95,6
DEL,,,,,,
DEL,,,,,,
14589,0,2010/12/3,11:42,21523,7.95,2
DEL,,,,,,
14589,0,2010/12/3,11:42,48185,7.95,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
13013,0,2010/12/3,12:28,22450,3.35,6
13013,0,2010/12/3,12:28,22451,3.35,12
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
13013,0,2010/12/3,12:28,21212,0.55,24
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
13013,0,2010/12/3,12:29,21035,2.95,6
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
13013,0,2010/12/3,12:29,21155,2.1,6
DEL,,,,,,
13013,0,2010/12/3,12:29,21217,9.95,3
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
13013,0,2010/12/3,12:29,21539,4.95,3
DEL,,,,,,
13013,0,2010/12/3,12:29,22072,3.75,4
DEL,,,,,,
13013,0,2010/12/3,12:29,22558,1.49,12
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
13013,0,2010/12/3,12:29,21121,1.25,24
DEL,,,,,,
13013,0,2010/12/3,12:29,22740,0.85,48
DEL,,,,,,
DEL,,,,,,
13013,0,2010/12/3,12:29,84030E,4.25,4
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14911,0,2010/12/3,14:04,22945,0.85,36
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14911,0,2010/12/3,14:04,22909,0.85,24
14911,0,2010/12/3,14:04,22952,0.55,24
14911,0,2010/12/3,14:04,21815,1.45,24
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14911,0,2010/12/3,14:04,22585,1.25,12
DEL,,,,,,
14911,0,2010/12/3,14:04,22845,6.35,4
14911,0,2010/12/3,14:04,22846,16.95,2
DEL,,,,,,
14911,0,2010/12/3,14:04,22848,16.95,2
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14911,0,2010/12/3,14:04,21914,1.25,12
DEL,,,,,,
14911,0,2010/12/3,14:04,22623,4.95,3
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14911,0,2010/12/3,14:04,22180,9.95,4
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14911,0,2010/12/3,14:04,22941,8.5,12
DEL,,,,,,
DEL,,,,,,
14911,0,2010/12/3,14:04,22121,5.45,12
14911,0,2010/12/3,14:04,79321,4.95,4
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14911,0,2010/12/3,14:04,22745,2.1,6
DEL,,,,,,
DEL,,,,,,
14911,0,2010/12/3,14:04,22592,3.75,4
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14911,0,2010/12/3,14:04,21484,3.45,4
DEL,,,,,,
14911,0,2010/12/3,14:04,84030E,4.25,4
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15038,0,2010/12/5,10:54,90210B,2.95,1
DEL,,,,,,
15038,0,2010/12/5,10:54,90002D,3.75,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15038,0,2010/12/5,10:54,72802B,4.25,1
DEL,,,,,,
15038,0,2010/12/5,10:54,72802C,4.25,2
DEL,,,,,,
15038,0,2010/12/5,10:54,22112,4.95,1
DEL,,,,,,
15038,0,2010/12/5,10:54,22458,2.55,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15038,0,2010/12/5,10:54,21174,1.95,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15038,0,2010/12/5,10:54,22156,0.85,4
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15038,0,2010/12/5,10:54,21876,1.25,2
16931,0,2010/12/5,11:40,22732,1.25,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
16931,0,2010/12/5,11:40,21823,1.45,1
16931,0,2010/12/5,11:40,85227,0.85,6
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
16931,0,2010/12/5,11:40,20854,1.65,3
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
16931,0,2010/12/5,11:40,22144,2.1,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
16931,0,2010/12/5,11:40,20967,3.75,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
16931,0,2010/12/5,11:40,22747,2.1,1
DEL,,,,,,
DEL,,,,,,
16931,0,2010/12/5,11:40,22748,2.1,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
16931,0,2010/12/5,11:40,20712,1.95,3
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14813,0,2010/12/5,11:54,22449,3.35,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14813,0,2010/12/5,11:54,22632,2.1,5
14813,0,2010/12/5,11:54,22585,1.25,2
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14813,0,2010/12/5,11:54,22867,2.1,4
DEL,,,,,,
DEL,,,,,,
14813,0,2010/12/5,11:57,85124C,2.55,2
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14813,0,2010/12/5,11:57,21955,7.95,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15332,0,2010/12/5,12:00,20686,3.25,6
DEL,,,,,,
DEL,,,,,,
15332,0,2010/12/5,12:00,21429,1.65,8
15332,0,2010/12/5,12:00,21914,1.25,36
DEL,,,,,,
15332,0,2010/12/5,12:00,22306,1.65,36
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15332,0,2010/12/5,12:00,22551,1.65,12
15332,0,2010/12/5,12:00,22568,3.39,24
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15332,0,2010/12/5,12:01,22751,3.75,12
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15426,0,2010/12/5,13:55,22910,2.95,1
DEL,,,,,,
DEL,,,,,,
15426,0,2010/12/5,13:55,21356,1.25,1
15426,0,2010/12/5,13:55,22607,9.95,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15426,0,2010/12/5,13:55,22640,2.55,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15426,0,2010/12/5,13:55,22156,0.85,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15426,0,2010/12/5,13:55,22595,0.85,2
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15426,0,2010/12/5,13:55,47567B,5.95,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15426,0,2010/12/5,13:55,22851,0.85,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15426,0,2010/12/5,13:55,22570,3.75,1
15426,0,2010/12/5,13:55,22278,4.95,1
15426,0,2010/12/5,13:55,22568,3.75,2
DEL,,,,,,
15426,0,2010/12/5,13:55,22570,3.75,1
15426,0,2010/12/5,13:55,22147,1.45,2
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15426,0,2010/12/5,13:55,22430,4.95,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15426,0,2010/12/5,13:55,21903,2.1,1
DEL,,,,,,
DEL,,,,,,
15426,0,2010/12/5,13:55,21181,2.1,2
DEL,,,,,,
15426,0,2010/12/5,13:55,21422,0.85,8
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15426,0,2010/12/5,13:55,84946,1.25,6
DEL,,,,,,
15426,0,2010/12/5,13:55,21754,5.95,2
DEL,,,,,,
DEL,,,,,,
15426,0,2010/12/5,13:55,21361,12.75,1
DEL,,,,,,
DEL,,,,,,
12647,0,2010/12/5,14:02,22843,6.75,2
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
12647,0,2010/12/5,14:02,84997D,3.75,6
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
12647,0,2010/12/5,14:02,85055,3.75,4
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
12708,0,2010/12/6,10:43,20675,1.25,8
DEL,,,,,,
12708,0,2010/12/6,10:43,20676,1.25,8
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
12708,0,2010/12/6,10:43,22467,2.55,6
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15039,0,2010/12/6,11:26,22645,1.45,1
15039,0,2010/12/6,11:26,22646,1.45,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15039,0,2010/12/6,11:26,20675,1.25,1
DEL,,,,,,
15039,0,2010/12/6,11:26,84985A,1.45,4
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15039,0,2010/12/6,11:26,22632,2.1,3
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15039,0,2010/12/6,11:26,22772,1.25,2
15039,0,2010/12/6,11:26,22411,1.95,10
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15039,0,2010/12/6,11:26,22382,1.65,1
DEL,,,,,,
DEL,,,,,,
15039,0,2010/12/6,11:26,20685,7.95,1
15039,0,2010/12/6,11:26,48111,7.95,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15039,0,2010/12/6,11:26,48188,7.95,1
DEL,,,,,,
15039,0,2010/12/6,11:26,22414,7.95,1
DEL,,,,,,
DEL,,,,,,
14911,0,2010/12/6,12:40,20750,7.95,4
14911,0,2010/12/6,12:40,22776,9.95,2
14911,0,2010/12/6,12:40,82494L,2.95,6
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14911,0,2010/12/6,13:06,22423,12.75,12
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14911,0,2010/12/6,13:06,22336,0.65,24
DEL,,,,,,
DEL,,,,,,
14911,0,2010/12/6,13:06,22594,0.85,36
14911,0,2010/12/6,13:06,22593,0.85,36
14911,0,2010/12/6,13:06,22576,0.85,36
14911,0,2010/12/6,13:06,22574,0.85,36
14911,0,2010/12/6,13:06,22573,0.85,36
DEL,,,,,,
14911,0,2010/12/6,13:06,21754,5.95,8
14911,0,2010/12/6,13:06,84945,0.85,72
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14667,0,2010/12/6,13:13,22158,2.95,3
14667,0,2010/12/6,13:13,22151,0.42,24
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14667,0,2010/12/6,13:13,22111,4.95,3
14667,0,2010/12/6,13:13,84029E,3.75,6
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14667,0,2010/12/6,13:13,22162,2.95,8
DEL,,,,,,
14667,0,2010/12/6,13:13,85038,2.1,6
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
14667,0,2010/12/6,13:13,22367,1.95,6
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15356,0,2010/12/6,14:05,21100,1.65,1
15356,0,2010/12/6,14:05,21479,3.75,2
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15356,0,2010/12/6,14:05,85123A,2.95,2
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15356,0,2010/12/6,14:05,21175,2.1,2
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15356,0,2010/12/6,14:05,21904,2.1,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15356,0,2010/12/6,14:05,22866,2.1,1
DEL,,,,,,
DEL,,,,,,
DEL,,,,,,
15356,0,2010/12/6,14:05,22633,2.1,6
DEL,,,,,,
